mean_test_score,std_test_score,rank_test_score,lgbm__bagging_fraction,lgbm__bagging_freq,lgbm__feature_fraction,lgbm__learning_rate,lgbm__max_depth,lgbm__min_child_samples,lgbm__n_estimators,lgbm__num_leaves,pca__n_components
0.8988741604553298,0.007769716362600293,184,0.8,5,1.0,0.5,10,5,150,31,20
0.8988741604553298,0.007769716362600293,184,0.8,5,0.8,0.5,10,5,150,31,20
0.8988680308106078,0.007552647005545904,186,1.0,10,1.0,0.5,-1,5,200,31,10
0.8987533008802544,0.008120476190067054,187,0.8,10,1.0,0.5,10,10,200,50,30
0.8987533008802544,0.008120476190067054,187,0.8,10,1.0,0.5,20,10,200,50,30
0.8987097087594321,0.007018278758677941,189,0.8,10,1.0,0.5,20,5,150,31,30
0.8987097087594321,0.007018278758677941,189,0.8,10,1.0,0.5,-1,5,200,50,30
0.8986480546267048,0.007798007729751198,191,0.8,5,0.8,0.5,10,5,200,50,10
0.8986480546267048,0.007798007729751198,191,0.8,5,0.8,0.5,10,5,200,31,10
0.8984709431420125,0.006972343917617428,193,0.8,5,1.0,0.5,20,5,150,31,30
0.898219683175979,0.008588733417718075,194,0.8,10,0.8,0.5,-1,10,200,50,20
0.898219683175979,0.008588733417718075,194,0.8,10,0.8,0.5,10,10,200,50,20
0.898219683175979,0.008588733417718075,194,0.8,10,0.8,0.5,20,10,200,80,20
0.898219683175979,0.008588733417718075,194,0.8,10,0.8,0.5,-1,10,200,80,20
0.8981929271045122,0.010051515677702657,198,0.8,5,1.0,0.5,10,5,200,50,20
0.8981675838262466,0.007782391228965411,199,0.8,10,1.0,0.5,-1,5,150,50,30
0.8981675838262466,0.007782391228965411,199,0.8,10,1.0,0.5,20,5,200,80,30
0.8981675838262466,0.007782391228965411,199,0.8,10,1.0,0.5,-1,5,200,80,30
0.8981675838262466,0.007782391228965411,199,0.8,10,1.0,0.5,-1,5,150,31,30
0.8978462632688758,0.010339336698290917,203,0.8,10,1.0,0.5,-1,5,150,31,20
0.8974212130995287,0.008599240028697023,204,0.8,10,0.8,0.5,-1,10,150,80,20
0.8968335520536828,0.007383655792494128,205,0.8,10,1.0,0.5,20,5,150,80,20
0.8966922175048575,0.008636384647947581,206,0.8,10,1.0,0.5,20,10,150,31,30
0.8965959002341284,0.008784929530220252,207,0.8,5,0.8,0.5,10,5,150,50,10
0.8965959002341284,0.008784929530220252,207,0.8,5,0.8,0.5,10,5,150,50,20
0.8962551529223755,0.00647480043579597,209,0.8,10,0.8,0.5,10,10,200,80,20
0.8958113991860508,0.006941150739566598,210,1.0,10,1.0,0.5,20,5,200,50,10
0.8958113991860508,0.006941150739566598,210,1.0,10,1.0,0.5,-1,5,200,50,10
0.8949588955384853,0.009369550672042556,212,0.8,10,1.0,0.5,10,5,200,31,30
0.8949588955384853,0.009369550672042556,212,0.8,5,0.8,0.5,10,5,200,50,20
0.8944808814514733,0.007930290044098834,214,0.8,5,1.0,0.5,10,5,200,31,20
0.8940789124927578,0.009758440522487923,215,0.8,5,0.8,0.5,10,5,150,31,10
0.8929263338922692,0.012023397326596406,216,1.0,5,1.0,0.5,20,5,150,80,10
0.8927469604099423,0.010870584484307147,217,0.8,10,1.0,0.5,-1,10,150,50,10
0.8927453369223416,0.012821258979576484,218,1.0,5,1.0,0.1,-1,10,200,80,10
0.8924828443570588,0.016124058112981322,219,0.8,10,0.8,0.1,10,10,200,50,10
0.8924484524917456,0.013432056666875691,220,0.8,5,1.0,0.5,20,5,150,50,30
0.8924359192924779,0.010825289701708273,221,1.0,10,1.0,0.5,-1,5,150,50,10
0.8922200342885998,0.012654878313082216,222,1.0,5,0.8,0.5,-1,10,150,80,10
0.8921643880651194,0.01529445459234168,223,1.0,5,1.0,0.5,20,10,150,31,10
0.8921581093981648,0.012579715076963014,224,1.0,5,1.0,0.5,10,10,200,50,10
0.892113731137403,0.013890274844756774,225,1.0,5,0.8,0.5,20,10,200,50,10
0.8921129587918525,0.017507056462645332,226,0.8,10,1.0,0.5,-1,10,150,80,10
0.8920674921677012,0.012689489751957071,227,0.8,10,1.0,0.5,10,10,150,31,20
0.8920650188612,0.008757931704598576,228,0.8,10,1.0,0.5,-1,10,150,31,10
0.8920613617059671,0.011162028564455459,229,1.0,10,1.0,0.5,-1,5,150,80,10
0.8920545111026892,0.01746662412447187,230,1.0,5,1.0,0.5,20,5,150,31,10
0.891902134786798,0.016586739530832083,231,0.8,10,1.0,0.5,10,10,150,80,10
0.8916489685522478,0.011548756154559093,232,1.0,5,0.8,0.5,-1,10,150,50,10
0.8916361347941756,0.016425580179990414,233,0.8,10,1.0,0.5,20,10,150,31,10
